path,url,topic,source_pdf,duration,sentence,sentence_rus,flag
sound_0000386.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000386.mp3,61. Ч.8. Масло,61. Ч.6-8. Конфеты. Крупа. Масло.pdf,3.1,Авӕр-ма мын фондзсӕдӕ граммы…,Дай мне пятьсот граммов…,-
sound_0000387.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000387.mp3,61. Ч.8. Масло,61. Ч.6-8. Конфеты. Крупа. Масло.pdf,7.85,шоколад хӕццӕ нӕлхӕ.,шоколадного масла.,-
sound_0000388.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000388.mp3,"61. Ч.9. Молоко, сметана, сыр","61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",0.8,"сметана, сыр","61. Ч.9. Молоко,",-
sound_0000389.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000389.mp3,"61. Ч.9. Молоко, сметана, сыр","61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",2.35,Ӕз уарзын ногдыгъд ӕхсыр.,Я люблю парное молоко.,-
sound_0000390.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000390.mp3,"61. Ч.9. Молоко, сметана, сыр","61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",2.19,Ӕвгты конд ӕхсыр уӕм ис?,У вас есть молоко в бутылках?,-
sound_0000391.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000391.mp3,"61. Ч.9. Молоко, сметана, сыр","61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",14.18,Ӕвгты конд ӕхсырысӕртӕ уӕм ис?,У вас есть сливки в бутылках?,-
sound_0000392.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000392.mp3,"61. Ч.9. Молоко, сметана, сыр","61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",2.54,Ирон цыхт уӕм ис?,У вас есть осетинский сыр?,-
sound_0000393.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000393.mp3,"61. Ч.9. Молоко, сметана, сыр","61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",2.57,Ӕз уарызын ирон уӕливыхтӕ.,Я люблю осетинские пироги с сыром.,-
,,61. Ч.10. Фрукты,"61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",0.0,"Авӕр-ма мын, дӕ хорзӕхӕй, килойы ʼрдӕг…","Дай мне, пожалуйста, полкило…",нет осетинского аудио — проверить
sound_0000394.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000394.mp3,61. Ч.10. Фрукты,"61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",16.18,"Авӕр-ма мын, дӕ хорзӕхӕй, кило ʼмӕ ӕрдӕг…","Дай мне, пожалуйста, полтора килограмма...",-
sound_0000395.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000395.mp3,61. Ч.10. Фрукты,"61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",3.0,кӕрдотӕ.,груш.,-
sound_0000396.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000396.mp3,61. Ч.10. Фрукты,"61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",0.57,фӕткъуытӕ.,яблок.,-
sound_0000397.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000397.mp3,61. Ч.10. Фрукты,"61_Ч_9_10_Молоко,_сметана,_сыр_Фрукты.pdf",1.66,Ӕз уарзын харбыз.,Я люблю арбуз.,-
,,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,0.0,товары. Ч.1. Одежда.,62. Промышленные,нет осетинского аудио — проверить
sound_0000398.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000398.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,0.68,Авӕр-ма мын…,Дай мне…,-
sound_0000399.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000399.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,5.85,Равдис-ма мӕм…,Покажи мне…,-
sound_0000400.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000400.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,2.23,Цы рӕсугъд у…,Какая красивая…,-
sound_0000401.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000401.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,2.29,Мӕн фӕнды балхӕнын сау костюм.,Я хочу купить черный костюм.,-
sound_0000402.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000402.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,3.33,Мӕнмӕ гӕсгӕ дыл морӕ костюм хуыздӕр фидаудзӕн.,"По-моему, тебе больше подойдет коричневый костюм.",-
sound_0000403.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000403.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,0.58,Ацы пальто мӕ уӕлӕ акӕнон?,Можно примерить это пальто?,-
sound_0000404.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000404.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,2.04,Равдис-ма мӕм уартӕ…,Покажите мне вон…,-
sound_0000405.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000405.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,6.61,Цӕй аргъ у кусӕн хӕлаф?,Сколько стоят рабочие брюки?,-
sound_0000406.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000406.mp3,62. Ч.1. Одежда,62. Ч.1. Одежда.pdf,3.94,Цӕй аргъ у зӕлдаг хӕдон?,Сколько стоит шелковая сорочка?,-
sound_0000407.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000407.mp3,62. Ч.2. Галантерея,62. Ч.2. Галантерея.pdf,6.42,Дыууӕ къӕбӕлы-ма мын сау ӕндах авӕр.,Дай мне две катушки черных ниток.,-
sound_0000408.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000408.mp3,62. Ч.2. Галантерея,62. Ч.2. Галантерея.pdf,1.02,Ӕртӕ къӕбӕлы-ма мын ур с ӕндах авӕр.,Дай мне три катушки белых ниток.,-
sound_0000409.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000409.mp3,62. Ч.2. Галантерея,62. Ч.2. Галантерея.pdf,2.01,нӕлгоймаджы къухмӕрзӕнтӕ.,мужские носовые платки.,-
sound_0000410.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000410.mp3,62. Ч.2. Галантерея,62. Ч.2. Галантерея.pdf,2.24,гыццыл цӕппӕртӕ.,маленькие пуговицы.,-
,,62. Ч.2. Галантерея,62. Ч.2. Галантерея.pdf,0.0,фӕлур сдӕр цъындатӕ.,чулки посветлей.,нет осетинского аудио — проверить
sound_0000411.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000411.mp3,62. Ч.2. Галантерея,62. Ч.2. Галантерея.pdf,1.81,сӕрбӕттӕн.,косынку.,-
sound_0000412.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000412.mp3,62. Ч.3. Обувь,"62. Ч.3-4. Обувь, ткани.pdf",1.98,Сӕрдыгон къахыдарӕс уӕм нӕй?,Нет ли у вас летней обуви?,-
sound_0000413.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000413.mp3,62. Ч.3. Обувь,"62. Ч.3-4. Обувь, ткани.pdf",2.02,Сылгоймаджы къахыдарӕс уӕм нӕй?,Нет ли у вас дамской обуви?,-
sound_0000414.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000414.mp3,62. Ч.3. Обувь,"62. Ч.3-4. Обувь, ткани.pdf",1.48,Сывӕллоны къахыдарӕс уӕм нӕй?,Нет ли у вас детской обуви?,-
sound_0000415.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000415.mp3,62. Ч.3. Обувь,"62. Ч.3-4. Обувь, ткани.pdf",5.5,Мӕн хъӕуы…,Мне нужны…,-
sound_0000416.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000416.mp3,62. Ч.4. Ткани,"62. Ч.3-4. Обувь, ткани.pdf",1.53,Цавӕр хъуымац дӕ хъӕуы?,Какой тебе материал нужен?,-
sound_0000417.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000417.mp3,62. Ч.4. Ткани,"62. Ч.3-4. Обувь, ткани.pdf",5.26,Мӕн хъӕуы джиппӕй фыст хъуымац сӕрдыгон къабайӕн.,Я хочу ситец на летнее платье.,-
sound_0000418.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000418.mp3,62. Ч.4. Ткани,"62. Ч.3-4. Обувь, ткани.pdf",3.2,Ацы хъуымац дӕ цӕсгомыл тынг дзӕбӕх фидауы.,Этот материал тебе очень к лицу.,-
sound_0000419.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000419.mp3,63. Подарки,63. Ч.2. Подарки.pdf,1.48,Лӕппуй ӕн-ма мын…,для парня.,-
sound_0000420.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000420.mp3,63. Подарки,63. Ч.2. Подарки.pdf,1.39,Ӕрыгон сылгоймагӕн-ма мын…,для молодой женщины.,-
sound_0000421.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000421.mp3,63. Подарки,63. Ч.2. Подарки.pdf,1.08,Ацӕргӕ сылгоймагӕн-ма мын…,для пожилой женщины.,-
sound_0000422.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000422.mp3,63. Подарки,63. Ч.2. Подарки.pdf,13.78,Рӕстӕмбис кары нӕлгоймагӕн-ма мын…,для мужчины средних лет.,-
,,63. Подарки,63. Ч.2. Подарки.pdf,0.0,Мӕн фӕнды…,Я хочу…,не удалось выровнять — нарезать вручную
sound_0000423.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000423.mp3,63. Подарки,63. Ч.2. Подарки.pdf,3.52,"Куыд дӕм кӕсы, ацы лӕвар скъоладзауы аккаг у?","Как ты думаешь, этот подарок подойдет для школьника?",-
sound_0000424.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000424.mp3,63. Хозяйственные товары,,0.2,товары,63. Ч.1. Хозяйственные,очень короткий — проверить
sound_0000425.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000425.mp3,63. Хозяйственные товары,,5.36,Уӕ гортӕты хӕдзарадон товарты дукани ис?,У вас в городе есть хозяйственный магазин?,-
,,63. Хозяйственные товары,,0.0,хырх балхӕнын.,купить пилу.,нет осетинского аудио — проверить
sound_0000426.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000426.mp3,63. Хозяйственные товары,,20.13,"… згӕ чи нӕ кӕны, ахӕм ӕндонӕй.",… из нержавеющей стали.,очень длинный — проверить
sound_0000427.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000427.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.84,культурные учреждения,64. Зрелищные и,-
sound_0000428.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000428.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.64,Ӕз дӕ хонын ирон драмон театрмӕ.,Я приглашаю тебя в осетинский драматический театр.,-
sound_0000429.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000429.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.38,Ӕз уӕ хонын уырыссаг драмон театрмӕ.,Я приглашаю вас в русский драматический театр.,-
sound_0000430.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000430.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,9.59,Абон уырыссаг театры цы цӕуы?,в русском театре?,⚠ распознан как русский — на проверку
sound_0000431.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000431.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.08,Абон кук латы театры цы цӕуы?,в кукольном театре?,-
sound_0000432.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000432.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.9,Абон музыкалон театры цы цӕуы?,в музыкальном театре?,-
sound_0000433.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000433.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,0.81,Мӕн фӕнды исты ирон спектакль фенын.,Я бы хотел посмотреть какойнибудь осетинский спектакль.,-
sound_0000434.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000434.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,2.11,Чи ныффыста ацы пьесӕ?,Кто написал эту пьесу?,-
sound_0000435.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000435.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.76,Дӕ зӕрдӕмӕ фӕцыди спек такль?,Тебе понравился спектакль?,-
sound_0000436.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000436.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,1.85,Уырыссаг драматургийӕ цавӕр пьесӕтӕ сӕвӕрдта театр фӕстаг рӕстӕджы?,Какие пьесы из русской драматургии поставил театр за последнее время?,-
sound_0000437.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000437.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,7.12,Фӕсарӕйнаг драматургийӕ цавӕр пьесӕтӕ сӕвӕрдта театр фӕстаг рӕстӕджы?,Какие пьесы из зарубежной драматургии поставил театр за последнее время?,-
sound_0000438.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000438.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,0.8,Чи у ирон хуыздӕр драматург?,Кто лучший осетинский драматург?,-
sound_0000439.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000439.mp3,64. Ч.1. Театр,64. Ч.1. Театр.pdf,8.39,Цавӕр пьесӕтӕ ныффыста?,Какие пьесы он написал?,-
sound_0000440.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000440.mp3,64. Ч.2. Опера,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,5.34,Сымахмӕ националон оперӕ ис?,У вас есть национальная опера?,-
sound_0000441.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000441.mp3,64. Ч.2. Опера,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,3.99,Чайковскийы оперӕ «Евгений Онегин» уӕм ӕвӕрдтой?,У вас ставили оперу Чайковского «Евгений Онегин?»?,-
sound_0000442.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000442.mp3,64. Ч.2. Опера,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,0.72,Чи зарыд…,Кто пел…,-
sound_0000443.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000443.mp3,64. Ч.2. Опера,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,3.34,Ленскийы парти?,партию Ленского?,-
sound_0000444.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000444.mp3,64. Ч.2. Опера,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,2.53,Цом изӕры оперӕмӕ.,Пойдем вечером на оперу.,-
sound_0000445.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000445.mp3,64. Ч.2. Опера,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,2.48,Цомут райсом оперӕмӕ.,Пойдемте завтра на оперу.,-
sound_0000446.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000446.mp3,64. Ч.3. Балет,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,1.07,Балет уӕм ис?,Есть ли у вас балет?,-
sound_0000447.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000447.mp3,64. Ч.3. Балет,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,2.02,Мӕн фӕнды балетмӕ бакӕсын.,Я хочу посмотреть балет.,-
sound_0000448.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000448.mp3,64. Ч.3. Балет,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,2.46,Чи у ацы солист?,Кто этот солист?,-
sound_0000449.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000449.mp3,64. Ч.3. Балет,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,2.18,Чи у ацы балеринӕ?,Кто эта балерина?,-
sound_0000450.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000450.mp3,64. Ч.3. Балет,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,3.12,Джульеттӕйы парти чи кафы?,Кто танцует партию Джульетты?,-
sound_0000451.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000451.mp3,64. Ч.3. Балет,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,0.92,Хорз нӕ кафы.,Неважно танцует.,-
sound_0000452.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000452.mp3,64. Ч.4. Ансамбль,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,3.2,Зарджыты ӕмӕ уӕм кафджыты ансамбль ис?,У вас есть ансамбль песни и танца?,-
sound_0000453.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000453.mp3,64. Ч.4. Ансамбль,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,5.76,Мӕн фӕнды ирон зарӕггӕнджыты ӕмӕ кафджыты ансамбльмӕ бакӕсын.,Я хочу посмотреть выступление осетинского ансамбля песни и танца.,-
sound_0000454.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000454.mp3,64. Ч.4. Ансамбль,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,2.5,Мӕ зӕрдӕмӕ тынг цӕуы уӕ ансамбль.,Мне очень нравиться ваш ансамбль.,-
sound_0000455.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000455.mp3,64. Ч.4. Ансамбль,64. Ч.2-4. Балет. Опера. Ансамбль.pdf,4.61,Уӕ ансамблы концерт уын ӕз фед тон Мӕскуыйы.,Концерт вашего ансамбля я видел в Москве.,-
sound_0000456.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000456.mp3,64. Ч.6. Артист,64. Ч.5-7. Концерт. Артист. Акт.pdf,2.91,Ацы артистӕн йӕ мыггаг кӕмӕй у?,Как фамилия этого артиста?,-
sound_0000457.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000457.mp3,64. Ч.6. Артист,64. Ч.5-7. Концерт. Артист. Акт.pdf,1.66,Сӕйраг ролы чи хъазы?,Кто исполняет главную роль?,-
sound_0000458.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000458.mp3,64. Ч.6. Артист,64. Ч.5-7. Концерт. Артист. Акт.pdf,11.89,Уӕрӕсейы адӕмон артист уӕм чи у? Кур диатджын артист у. Кур диатджын артисткӕ у.,Кто у вас народный артист России? талантливый актер. талантливая актриса.,-
sound_0000459.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000459.mp3,64. Ч.7. Акт,64. Ч.5-7. Концерт. Артист. Акт.pdf,1.9,Цал акты ис ацы пьесӕйы?,Сколько актов в этой пьесе?,-
sound_0000460.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000460.mp3,64. Ч.7. Акт,64. Ч.5-7. Концерт. Артист. Акт.pdf,1.92,Фыццаг акт фӕцис?,Первый акт кончился?,-
sound_0000461.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000461.mp3,64. Ч.7. Акт,64. Ч.5-7. Концерт. Артист. Акт.pdf,1.17,Кӕцы акт фӕцис?,Который акт кончился?,-
sound_0000462.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000462.mp3,64. Ч.8. Антракт,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,2.19,Цал минуты уыдзӕнис антракт?,Сколько минут продлится антракт?,-
sound_0000463.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000463.mp3,64. Ч.8. Антракт,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,1.38,бауайдзыстӕм буф етмӕ.,зайдем в буфет.,-
sound_0000464.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000464.mp3,64. Ч.8. Антракт,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,1.08,дон баназдзыстӕм.,выпьем воды.,-
sound_0000465.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000465.mp3,64. Ч.8. Антракт,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,1.44,уынгмӕ акӕсдзыстӕм.,выйдем на улицу.,-
sound_0000466.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000466.mp3,64. Ч.8. Антракт,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,4.55,"Ӕртыккаг дзӕнгӕрӕг ныццагъта, цом нӕ бынӕттӕ ӕрцахсӕм.","Прозвенел третий звонок, идем занимать свои места.",-
sound_0000467.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000467.mp3,64. Ч.9. Программа,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,2.25,Цавӕр программӕ ис изӕрӕн?,Какая программа вечера?,-
sound_0000468.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000468.mp3,64. Ч.9. Программа,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,1.56,Цавӕр программӕ ис концертӕн?,Какая программа концерта?,-
sound_0000469.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000469.mp3,64. Ч.9. Программа,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,1.78,Программӕ-ма мын авӕр.,Дай мне программу.,-
sound_0000470.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000470.mp3,64. Ч.10. Дирижер,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,1.42,Оркестрӕн дирижерчиу?,Кто дирижирует оркестром?,-
sound_0000471.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000471.mp3,64. Ч.10. Дирижер,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,2.07,Хорӕн дирижерчиу?,Кто дирижирует хором?,-
sound_0000472.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000472.mp3,64. Ч.11. Режиссер,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,3.31,Теа тры режиссер чи у?,Кто режиссер театра?,-
sound_0000473.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000473.mp3,64. Ч.11. Режиссер,64_Ч_8_11_Антракт_Программа_Дирижер_Режиссер.pdf,2.57,Спек таклы режиссер чи у?,Кто режиссер спектакля?,-
sound_0000474.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000474.mp3,64. Ч.12. Искусство,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,5.6,Мӕн фӕнды ирон адӕмы аивадимӕ базонгӕ уӕвын.,Я хочу познакомиться с искусством осетинского народа.,-
sound_0000475.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000475.mp3,64. Ч.12. Искусство,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,1.14,Фен ын-ма мын кӕн аивады экспонаттӕ.,Покажи мне экспонаты искусства.,-
sound_0000476.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000476.mp3,64. Ч.12. Искусство,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,4.16,Фен ын-ма нын кӕн рагон аивады экспонаттӕ.,Покажи нам экспонаты древнего искусства.,-
sound_0000477.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000477.mp3,64. Ч.13. Архитектура,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,3.98,Ацы хӕдзары архитектурӕ цы хуымӕтӕг ӕмӕ рӕсугъд у!,Как проста и красива архитектура этого дома!,-
sound_0000478.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000478.mp3,64. Ч.13. Архитектура,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,3.34,Ацы хӕдзары архитектурӕ мӕ зӕрдӕмӕ цӕуы.,Мне нравится архитектура этого здания.,-
sound_0000479.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000479.mp3,64. Ч.13. Архитектура,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,3.22,Ацы хӕдзары архитектурӕ мӕ зӕрдӕмӕ нӕ цӕуы.,Мне не нравится архитектура этого здания.,-
sound_0000480.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000480.mp3,64. Ч.14. Скульптура,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,4.77,Мӕн фӕнды базонгӕ уӕвын ирон скульпторты уацмыстимӕ.,Я хочу познакомиться с произведениями осетинских скульпторов.,-
sound_0000481.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000481.mp3,64. Ч.14. Скульптура,64_Ч_12_14_Искусство_Архитектура_Скульптура.pdf,15.2,Кӕмӕн фылдӕр аргъ кӕныс нырыккон ирон скульптортӕй?,Кого ты более всего ценишь из современных осетинских скульпторов.,-
sound_0000482.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000482.mp3,64. Ч.15. Живопись,64. Ч.15-17. Живопись. Художник. Кино.pdf,5.13,Кӕм ис фенӕн ирон нывгӕнджыты уацмыстӕ?,Где можно посмотреть произведения осетинской живописи?,-
sound_0000483.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000483.mp3,64. Ч.15. Живопись,64. Ч.15-17. Живопись. Художник. Кино.pdf,1.24,Ацы нывы автор чи у?,Кто автор этой картины?,-
sound_0000484.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000484.mp3,64. Ч.15. Живопись,64. Ч.15-17. Живопись. Художник. Кино.pdf,3.0,Кӕм ссардӕуа ирон авторты нывты репродукцитӕ?,Где можно приобрести репродукции картин осетинских авторов?,-
sound_0000485.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000485.mp3,64. Ч.15. Живопись,64. Ч.15-17. Живопись. Художник. Кино.pdf,3.82,Авӕр-ма мын ирон авторты нывты репродукцитӕ.,Дай мне репродукции картин осетинских авторов.,-
sound_0000486.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000486.mp3,64. Ч.16. Художник,64. Ч.15-17. Живопись. Художник. Кино.pdf,3.89,Дӕ зӕрдӕмӕ тынгдӕр кӕцы нывгӕнджыты куыстытӕ цӕуынц?,Произведения какого художника тебе больше нравятся?,-
